0_0;90229869376_10155065372384377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Pleasant surprise: I nipped into Sainsbury s for some bits n pcs  walking with my stick. As I often do I mis-judged my need for a trolley + took a basket. When I got to check-outs I joined a Q with a check-out operator (brain fog + auto check-out is not a good combo!) I must ve looked weary as check-out supervisor sugg d she take me to customer service desk to get my few things checked out. Thank you Sainsbury s 8-);2016-07-31T21:48:33+0000;10155065372384377_10155065377469377;pageowner;0;That's great Heather! Glad you had such a good experience. Daryl.;2016-07-31T21:50:53+0000;0
3_0;90229869376_10155064805499377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why has Sainsbury s stopped selling Velvet Comfort toilet tissue  a product which you have stocked for as long as I can remember and which always seemed to sell well? Having shopped exclusively at Sainsbury s for countless years I am now alternating with Morrisons to keep stocked up and you are missing out on £60 every third week.;2016-07-31T18:11:22+0000;10155064805499377_10155064905419377;0a2e51778fd53f51580ac99000a70df2a3f7c6d0;1;Hi Amanda. No, the product is called 'Velvet Comfort'. It disappeared from your shelves around two months ago and is no longer on your website. I shop at Whitley Bay.;2016-07-31T18:55:41+0000;0
3_1;90229869376_10155064805499377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why has Sainsbury s stopped selling Velvet Comfort toilet tissue  a product which you have stocked for as long as I can remember and which always seemed to sell well? Having shopped exclusively at Sainsbury s for countless years I am now alternating with Morrisons to keep stocked up and you are missing out on £60 every third week.;2016-07-31T18:11:22+0000;10155064805499377_10155065085344377;pageowner;1;Sorry Graeme. It doesn't look like we currently stock that variety. Can you PM your email address please? I'll log a product request for you. Amanda.;2016-07-31T20:06:05+0000;0
3_2;90229869376_10155064805499377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why has Sainsbury s stopped selling Velvet Comfort toilet tissue  a product which you have stocked for as long as I can remember and which always seemed to sell well? Having shopped exclusively at Sainsbury s for countless years I am now alternating with Morrisons to keep stocked up and you are missing out on £60 every third week.;2016-07-31T18:11:22+0000;10155064805499377_10155064891679377;pageowner;0;Hi Graeme, is this the product you're looking for here: http://bit.ly/2anSsDE? Which store do you shop in? I'll look into this for you. Amanda.;2016-07-31T18:49:25+0000;0
4_0;90229869376_10155064781719377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsbury Bridgwater Pharmacy... really rude be warned!;2016-07-31T18:00:57+0000;10155064781719377_10155064901169377;pageowner;0;Oh that doesn't sound good. Can you PM us some more info? Thanks, Allie.;2016-07-31T18:54:11+0000;0
4_1;90229869376_10155064781719377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsbury Bridgwater Pharmacy... really rude be warned!;2016-07-31T18:00:57+0000;10155064781719377_10155064956954377;pageowner;1;I'm really sorry about that Richard. Can you PM us a pic of your receipt? Did you happen to catch their name, can you PM us their name also? Thanks, Allie.;2016-07-31T19:18:09+0000;0
4_2;90229869376_10155064781719377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsbury Bridgwater Pharmacy... really rude be warned!;2016-07-31T18:00:57+0000;10155064781719377_10155064915539377;0265aba4fa69bfd66d0ad769310b490d6da75923;0;Served by a ladie who was very abrupt and wanted me out the door quicker then you could of said anything. No customer service skills what so ever.;2016-07-31T19:00:50+0000;0
4_3;90229869376_10155064781719377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsbury Bridgwater Pharmacy... really rude be warned!;2016-07-31T18:00:57+0000;10155064781719377_10155064970924377;42b31f2ce367685ea370e7b99b19f1ac75fe8d67;0;Oh richard gwilt did you have your arsenal shirt on lol;2016-07-31T19:24:05+0000;0
6_0;90229869376_10155064613999377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;2016-07-31T17:13:22+0000;10155064613999377_10155064824289377;2cc2ca95bd34dd7cd2cd3e8476f5a05b51538547;0;Why didn't you speak to the duty manager instead?;2016-07-31T18:19:01+0000;0
6_1;90229869376_10155064613999377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;2016-07-31T17:13:22+0000;10155064613999377_10155064938594377;pageowner;1;Sorry about this Kathy. Could you PM a description of the colleague so we can make sure this is fed back? Leigh;2016-07-31T19:10:41+0000;0
6_2;90229869376_10155064613999377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;2016-07-31T17:13:22+0000;10155064613999377_10155064981394377;af91cbf388669ff1da5a2169e3fc7c799864a0d4;1;Message sent x;2016-07-31T19:28:59+0000;0
6_3;90229869376_10155064613999377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;2016-07-31T17:13:22+0000;10155064613999377_10155065098409377;pageowner;1;Thanks Kathy, I've fed this back to the store manager. They'll be able to investigate further. Thanks again for bringing this to our attention. Have a nice evening, Allie.;2016-07-31T20:09:41+0000;1
6_4;90229869376_10155064613999377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;2016-07-31T17:13:22+0000;10155064613999377_10155064836559377;af91cbf388669ff1da5a2169e3fc7c799864a0d4;0;We spoke to the other member of staff;2016-07-31T18:26:35+0000;1
9_0;90229869376_10155064398649377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why isn t there a link for the August crossword?;2016-07-31T15:59:17+0000;10155064398649377_10155066542034377;fd4ae6fdd173fea56e1dbac5fe7096d7576531d9;1;Sainsbury's magazine prize crossword, I usually enter online but there is no link this month.;2016-08-01T06:51:38+0000;0
9_1;90229869376_10155064398649377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why isn t there a link for the August crossword?;2016-07-31T15:59:17+0000;10155064398649377_10155066711069377;pageowner;1;Hi Anne, we'll look into this with the relevant department and we'll be back in touch ASAP. Danny.;2016-08-01T08:43:18+0000;0
9_2;90229869376_10155064398649377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why isn t there a link for the August crossword?;2016-07-31T15:59:17+0000;10155064398649377_10155067486079377;pageowner;1;Hi Anne, we've heard back from the team who've advised that the issue has now gone live on the website so you should be able to access the crossword. If you have any issues, let us know. Danny.;2016-08-01T14:38:02+0000;0
9_3;90229869376_10155064398649377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why isn t there a link for the August crossword?;2016-07-31T15:59:17+0000;10155064398649377_10155067528089377;fd4ae6fdd173fea56e1dbac5fe7096d7576531d9;1;Thank you, Danny, all fixed now!;2016-08-01T14:59:10+0000;0
9_4;90229869376_10155064398649377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why isn t there a link for the August crossword?;2016-07-31T15:59:17+0000;10155064398649377_10155064821524377;pageowner;0;Hi Anne, what crossword do you mean? Leigh;2016-07-31T18:17:13+0000;0
12_0;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064087789377;pageowner;0;Sorry about that Kelly, can you send us a screenshot of the error message you're receiving? Debs;2016-07-31T14:13:20+0000;0
12_1;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064548429377;pageowner;1;Sorry Kelly, are you a colleague in one of our stores? If so, you'll need to get in touch with your line manager to look into this. Leigh;2016-07-31T16:55:38+0000;0
12_2;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064844949377;0992a310156e03314f67457a5ba350e475f40e1a;1;Hi yes I am no problem thank u;2016-07-31T18:28:38+0000;0
12_3;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064090269377;0992a310156e03314f67457a5ba350e475f40e1a;0;;2016-07-31T14:14:35+0000;0
12_4;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064511359377;a4622bcfaf259c50783fae445a4cf5a94613804c;0;Try your first and last name, last 4 digits of your employee number @mysainsburys.co.uk (eg kelly.paget.1234)  Then your national insurance number should be your password :);2016-07-31T16:43:31+0000;0
12_5;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064949884377;pageowner;1;Hi Kelly, it's something you'd need to ask your line manager to look into. Daryl.;2016-07-31T19:14:43+0000;1
12_6;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155064865764377;0992a310156e03314f67457a5ba350e475f40e1a;0;It's saying a don't exists lol is there a way to set up a new account;2016-07-31T18:37:26+0000;0
12_7;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066622024377;4f21afd48c55d92eb869790f9bb917b6b24be803;0;When are you back in?;2016-08-01T07:40:19+0000;0
12_8;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066622369377;0992a310156e03314f67457a5ba350e475f40e1a;0;In tonight;2016-08-01T07:40:37+0000;0
12_9;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066623704377;4f21afd48c55d92eb869790f9bb917b6b24be803;0;I'm away at 6 so if you can get in before then I'll have a look.  Just bring your national insurance number and your employee number and I'll see;2016-08-01T07:41:49+0000;0
12_10;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066625739377;0992a310156e03314f67457a5ba350e475f40e1a;0;Ok perfect I start at half 5 so should catch u;2016-08-01T07:43:34+0000;0
12_11;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066626009377;4f21afd48c55d92eb869790f9bb917b6b24be803;0;Cool no worries;2016-08-01T07:43:49+0000;1
